url,org_name,body,sectionType
http://www.bonebouquet.org/submission-guidelines/,Bone Bouquet, / Deadline: October 15 2018 / Poetry | Reviews,Journals & Anthologies
https://booth.submittable.com/submit,Booth, / Deadline: March 31 2019 / Poetry | Fiction | NonFiction | Comics| Lists,Journals & Anthologies
http://bcrossing.org/submission-guidelines/,Border Crossing,/ Deadline: September 15 2018 - February 1 2019 / Fiction | NonFiction | Poetry,Journals & Anthologies
https://borderlands.submittable.com/submit,Borderlands: Texas Poetry Review, / Deadline: September 15 2018 - December 15 2018 / Poetry | Essays| Reviews,Journals & Anthologies
http://www.bostonaccentlit.com/submit,Boston Accent, / Year-Round / Poetry | Fiction | NonFiction | Art,Journals & Anthologies
http://www.bottlecap.press/subguidelines,Bottlecap Press - Blog, / Now / Poetry | Fiction | Multimedia,Journals & Anthologies
https://boulevard.submittable.com/submit,Boulevard,/ Deadline: October 1 2018 - May 1 2019 / Fiction | Poetry | Nonfiction / $3,Journals & Anthologies
https://boulevard.submittable.com/submit,Boulevard — Short Fiction and Nonfiction Contests for Emerging Writers, / Deadline: September 30 2018 / Fiction,  Nonfiction / $16 / Prize: $1,500 (SF) $1000 (N),Journals & Anthologies
https://breakwaterreview.submittable.com/submit,Breakwater Review,/ Year-Round / Poetry | Prose | Art,Journals & Anthologies
https://breakwaterreview.submittable.com/submit,Breakwater Review - Short Fiction Contest,/ Deadline: December 15 2018 / Short Fiction / $10 / Prize: $1000 + Publication / Judge: Jane Unrue,Journals & Anthologies
http://www.bridgeeight.com/submit,Bridge Eight Literary Magazine, / Deadline: September 16 2018 / Short Fiction | Journals & Anthologies
https://broadsidedpress.org/submissions/,Broadsided Press, / Deadline: May 15 2019 / Poetry | Prose / $3,Journals & Anthologies
http://cabildoquarterly.tumblr.com/senditin,Cabildo Quarterly, / Year-Round / Poetry | Fiction,Journals & Anthologies
http://cahoodaloodaling.com/submission-calls/,cahoodaloodaling - Issue 27: Joy Sticks,/ Deadline: September 14 2018 / Poetry | Fiction | NonFiction | Reviews| Art |Music,Journals & Anthologies
http://www.calamitymag.com/submit,CALAMITY, / Year-Round / Poetry | Art,Journals & Anthologies
http://callaloo.tamu.edu/node/208,Callaloo, / Now / Essays| Fiction | Poetry | Art,Journals & Anthologies
http://calyxpress.org/submission.html,CALYX, / Deadline: October 1 2018 - December 31 2018 / Poetry | Fiction | Nonfiction / $5,Journals & Anthologies
http://www.thecaprareview.com/?page_id=62,The Capra Review, / Year-Round / Fiction | NonFiction | Art,Journals & Anthologies
http://www.cardiffreview.com/#!submissions/c23i6,The Cardiff Review, / Now / Prose | Poetry | Reviews| Illustrations| Photography| Comics,Journals & Anthologies
http://carte-blanche.org/submissions/,carte blanche, / Deadline: October 1 2018 - December 31 2018 / Fiction | NonFiction | Poetry | Translations| Comics| Photography,Journals & Anthologies
http://cartridgelit.com/submissions/,Cartridge Lit, / Now / Poetry | Fiction and Nonfiction Inspired by Video Games,Journals & Anthologies
http://cartridgelit.com/submissions/,Cartridge Lit - The Airship Blog, / Year-Round / Essays About Video Games,Journals & Anthologies
https://carve.submittable.com/submit,Carve Magazine, / Year-Round / Fiction | Poetry | Nonfiction / $3,Journals & Anthologies
https://catapult.submittable.com/submit,Catapult, / Deadline: October 1 2018 - October 31 2018 / NonFiction | Fiction | Journals & Anthologies
http://ceasecows.com/submissions/,Cease Cows, / Deadline: April 1 2018 / Flash Fiction,Journals & Anthologies
http://www.asiancha.com/content/view/14/41/,Cha: An Asian Literary Journal, / Deadline: September 30 2018 / Poetry | Fiction | NonFiction | Photography| Art,Journals & Anthologies
http://www.asiancha.com/content/view/14/41/,Cha: An Asian Literary Journal — Auditory Cortex, / Deadline: December 31 2018 / Poetry (Written and Recorded),Journals & Anthologies
http://cheatriverreview.com/guidelines/,Cheat River Review, / Deadline: October 1 2018 / Poetry | NonFiction | Flash NonFiction | Art,Journals & Anthologies
https://cherrytree.submittable.com/submit,Cherry Tree, / Deadline: October 1 2018 / Poetry | Fiction | NonFiction | Cross-Genre | Literary Shade,Journals & Anthologies
https://cleavermagazine.submittable.com/submit,Cleaver Magazine,/ Now / Fiction | Flash Fiction | NonFiction | Poetry | Radio Plays,Journals & Anthologies
http://www.cladesong.com/submissions.html,Clade Song, / Year-Round / Poetry | Flash Fiction | Audio| Video,Journals & Anthologies
http://www.cloudrodeojournal.com/sub-mi-t_.html,Cloud Rodeo,/ Year-Round / Fiction | NonFiction | Poetry,Journals & Anthologies
http://thecollagist.com/collagistsubmissions/,The Collagist, / Deadline: October 1 2018 - January 31 2019 / Fiction | Poetry | Nonfiction,Journals & Anthologies
https://coloradoreview.submittable.com/Submit,Colorado Review,/ Deadline: April 30 2019 / Fiction | Poetry | Nonfiction (Open Year-Round),Journals & Anthologies
http://columbiareviewmag.com/submit/,Columbia Review,/ Deadline: November 13 2018 / All Genres,Journals & Anthologies
https://walleahpress.com.au/communion-guidelines.html,Communion Arts Journal,/ Year-Round / Fiction | Poetry | Fiction | Art |Music,Journals & Anthologies
http://coniumreview.com/submission-guidelines/,The Conium Review,/ Year-Round / Fiction / $3,Journals & Anthologies
http://constructionlitmag.com/submit/,Construction Magazine, / Year-Round / Poetry | Fiction | NonFiction | Border and Architecture Columns,Journals & Anthologies
http://con-text.co/writeforus,con•text,/ Year-Round / Reviews| Essays,Journals & Anthologies
http://www.thecontinentalreview.com/submit/,The Continental Review, / Year-Round / Video Poetry,Journals & Anthologies
http://copper-nickel.org/submit/,Copper Nickel, / Deadline: December 15 2018 / Poetry | Fiction | Essays| Translation Folios,Journals & Anthologies
https://cordite.submittable.com/submit,Cordite Poetry Review — DOMESTIC, / Deadline: November 11 2018 / Poetry,Journals & Anthologies
https://cosmonautsavenue.submittable.com/submit,Cosmonauts Avenue, / Now / Poetry | Fiction | Nonfiction,Journals & Anthologies
https://www.cottonxenomorph.com/submissions,Cotton Xenomorph, / Year-Round / Poetry | Flash Fiction | Art |Manifestos,Journals & Anthologies
https://counterclockjournal.weebly.com/submit.html,COUNTERCLOCK, / Year-Round / Poetry | Fiction | NonFiction | Art,Journals & Anthologies
http://crabfatmagazine.com/,Crab Fat Magazine, / Now / Fiction | Flash Fiction | Poetry | NonFiction | Art |Reviews,Journals & Anthologies
https://www.craftliterary.com/submit/,CRAFT,/ Year-Round / Fiction,Journals & Anthologies
http://www.crag.dog/submit/,CRAG, / Year-Round / Fiction Under 1,000 Words,Journals & Anthologies
https://crazyhorse.submittable.com/submit,Crazyhorse,/ Deadline: May 31 2019 / Fiction | Poetry| Nonfiction / $3,Journals & Anthologies
http://www.cutbankonline.org/print-edition/,CutBank, / Deadline: September 15 2018 - February 1 2019 / Fiction | Poetry | Nonfiction,Journals & Anthologies
https://darkwoodmag.atavist.com/submit,Dark Wood, / Deadline: September 15 2018 / Fiction | Poetry | NonFiction | Photography| Art |Audio,Journals & Anthologies
http://deadalivemagazine.com/submit.html,Dead Alive Magazine, / Now / Cross-Genre | Experimental | Multimedia,Journals & Anthologies
http://www.decentrejournal.xyz/subguid/,Decentre, / Now / Fiction | Poetry,Journals & Anthologies
http://www.decompmagazine.com/submit.htm,decomP Magazine, / Year-Round / Prose | Poetry | Art,Journals & Anthologies
http://www.radioactivemoat.com/submit.html,Deluge, / Year-Round / Poetry | Essays| Fiction | Reviews| Criticism| Poem-films| Photography| Art,Journals & Anthologies
http://www.du.edu/denverquarterly/submissions/,Denver Quarterly, / Deadline: October 15 2018 - February 15 2019 / Prose | Poetry | Translations| Reviews| Interviews,Journals & Anthologies
http://www.thedestroyermag.com/submit.php,The Destroyer, / Now / Poetry | Prose | Cross-Genre | Art | Audio | New Media | Art | Reviews,Journals & Anthologies
http://thediagram.com/subs.html,DIAGRAM, / Year-Round / Fiction | Poetry | Nonfiction,Journals & Anthologies
http://birdspiledloosely.com/dogbird-journal/#/dogbird-submission-guidelines/,Dogbird, / Year-Round / Collaborative Writing,Journals & Anthologies
http://www.dreampoppress.net/submit/,Dream Pop Journal, / Year-Round / Poetry | Prose | Art,Journals & Anthologies
https://medium.com/dreamnoir/submission-guidelines-7d15628183b,Dream Noir, / Now / Poetry | Fiction | Nonfiction,Journals & Anthologies
http://dreginald.com/index.php/submit/,DREGINALD,/ Year-Round / Poetry | Prose | Art,Journals & Anthologies
http://www.duendeliterary.org/submissions/,Duende ,/ Deadline: November 1 2018 - December 15 2018 / All Genres,Journals & Anthologies
http://www.dumdumzine.com/submit/,DUM DUM Zine, / Year-Round / Fiction | Letters| NonFiction | Poetry | Visual Art,Journals & Anthologies
http://www.portyonderpress.com/eastern-iowa-review.html,Eastern Iowa Review, / Year-Round / Fiction,Journals & Anthologies
http://elbalazopress.com/about-el-balazo/,El Balazo Press, / Now / Poetry | Short Fiction | Essays,Journals & Anthologies
http://www.elkejournal.com/submit/,ELKE “A Little Journal”, / Year-Round / Fiction | Poetry | NonFiction | Translations| Comics| Art,Journals & Anthologies
https://ellipsis.submittable.com/submit,ellipsis… literature & art,/ Deadline: November 1 2018 / NonFiction | Fiction | Drama |Visual Art |Poetry,Journals & Anthologies
https://elsewheremag.submittable.com/submit,elsewhere, / Now / Prose Poetry | Flash Fiction | NonFiction | Photography,Journals & Anthologies
https://www.emptymirrorbooks.com/submissions,Empty Mirror, / Year-Round / Poetry | NonFiction | Visual Art |Reviews| Interviews| Criticism,Journals & Anthologies
https://entropymag.org/submission-guidelines/,Entropy, / Year-Round / Essays| Reviews| Interviews| Fiction | Poetry | More,Journals & Anthologies
http://www.epigraphmagazine.com/journal-submissions.html,Epigraph, / Now / Poetry,Journals & Anthologies
http://everypigeon.com/submission-guidelines/,Every Pigeon, / Deadline: October 15 2018 / Fiction | NonFiction | Poetry | Photography| Art,Journals & Anthologies
http://faded-out.com/,Faded Out — Online Edition ,/ Year-Round / Fiction | Poetry | Nonfiction,Journals & Anthologies
https://burrowpress.submittable.com/submit,Fantastic Floridas, / Now / Fiction | Poetry and Nonfiction Related to Florida,Journals & Anthologies
http://thefanzine.com/contact/,The Fanzine, / Now / Personal Essays| Writing on Film| Essays on Modern Instances of Duende,Journals & Anthologies
https://spr.submittable.com/submit,Fathom Books - Queer Anti-Dreams: 2000-2018, / Now / Poetry | NonFiction | Flash Fiction,Journals & Anthologies
https://spr.submittable.com/submit,Fathom Books - Futureplant: A Gothic ,/ Now / Poetry | NonFiction | Flash Fiction,Journals & Anthologies
http://thefeelingsjournal.com/,FEELINGS, / Deadline: October 31 2018 / Poetry | Art |Audio| Interviews / $5,Journals & Anthologies
https://ocpress.submittable.com/submit,FIELD, / Now / Poetry,Journals & Anthologies
http://figrootpress.com/submissions/,Figroot Press, / Year-Round / Poetry | Prose |Visual Art,Journals & Anthologies
http://thefigureone.com/about/,Figure 1, / Year-Round / Poetry,Journals & Anthologies
http://www.firepoetry.com/guidelines.html,Fire Poetry | / Deadline: September 15 2018 - November 15 2018 / Poetry| Art / $3,Journals & Anthologies
http://five2onemagazine.com/submission-guidelines/,FIVE:2:ONE,/ Year-Round / Fiction | Poetry | NonFiction | Art,Journals & Anthologies
http://flagandvoid.com/submit,Flag + Void, / Year-Round / Poetry,Journals & Anthologies
http://www.foglifterjournal.com/submission,Foglifter, / Deadline: October 1 2018 - December 1 2018 / Poetry | Prose, Drama |Cross-Genre,Journals & Anthologies
http://www.foundryjournal.com/submit.html,Foundry, / Year-Round / Poetry,Journals & Anthologies
http://msupress.org/journals/fg/subguide/?id=50-214-6,Fourth Genre, / Deadline: November 30 2018 / Nonfiction / $4,Journals & Anthologies
https://floridareview.submittable.com/Submit,The Florida Review,/ Now / Fiction | NonFiction | Poetry | Graphic Narrative| Reviews| Art / $2-3,Journals & Anthologies
https://arts.cgu.edu/foothill-journal/submission-guidelines/,Foothill, / Year-Round / Poetry by Poets Enrolled in a Graduate Program,Journals & Anthologies
http://forthesonorous.wixsite.com/forthesonorous/submissions,For the Sonorous, / Now / Poetry | Fiction | NonFiction | Visual Art from Women of Color and Non-Binary People of Color,Journals & Anthologies
http://www.freestatereview.com/submit.html,Free State Review, / Now / Poetry | Prose / $3,Journals & Anthologies
http://tetheredbyletters.com/friction-guidelines/,F(r)iction,/ Year-Round / Fiction | NonFiction | Poetry | Comics / $5,Journals & Anthologies
http://www.fuguejournal.com/submit/,Fugue, / Deadline: May 1 2019 / Poetry | Fiction | Essays / $3,Journals & Anthologies
http://www.full-stop.net/masthead/,Full Stop, / Now / Reviews| Interviews| NonFiction | Cultural Criticism,Journals & Anthologies
https://www.gasherjournal.com/submission,GASHER Journal, / Now / Poetry | Fiction | NonFiction | Art,Journals & Anthologies
http://ghostproposal.com/submit/,Ghost Proposal,/ Deadline: October 1 2018  / Essay |  Poetry | Multimedia | Cross-Genre | Post-Genre,Journals & Anthologies
http://ghostproposal.com/submit/,Ghost Proposal, / Year-Round / Windowframes: Image+Text Fragments,Journals & Anthologies
http://www.theghoststory.com/tgs-fiction-award,The Ghost Story — Supernatural Fiction Award,/ Deadline: September 30 2018 / Short Stories / $20 / Prize: $1000 +  Publication,Journals & Anthologies
http://www.glittermobmag.com/submit.html,Glittermob,/ Deadline: October 1 2018 - November 30 2018 / Poetry | Art (Year-Round),Journals & Anthologies
https://goldwakepress.submittable.com/submit,Gold Wake Live,/ Now / All Genres / $2,Journals & Anthologies
http://goodnightsweetprince.rip/production-notes.html,Goodnight Sweet Prince, / Now / Essays About Side Characters,Journals & Anthologies
https://gramamag.wordpress.com/submissions/,grama, / Year-Round / Poetry | Essays and Reviews Engaging with the North American West,Journals & Anthologies
https://gravel.submittable.com/submit,Gravel, / Now / Fiction | NonFiction | Poetry | Hybrid| Art |Videos| Reviews| Interviews,Journals & Anthologies
https://www.gravitonlit.com/submit,Graviton, / Now / Science-Inspired Poetry | Art,Journals & Anthologies
http://thegravityofthething.com/submit/,The Gravity of the Thing,/ Deadline: October 31 2018 / Defamiliarized and Experimental Fiction | NonFiction | Poetry | Six-Word Stories| Hybrids,Journals & Anthologies
http://www.wearegrimoire.com/submit/,Grimoire Magazine, / Year-Round / Fiction | NonFiction | Poetry | Dreams| Dead Letters| Séances,Journals & Anthologies
http://gristjournal.com/submissions/,Grist: A Journal of the Literary Arts,/ Deadline: September 15 2018 / Poetry | Fiction | NonFiction | Craft Essays / $4,Journals & Anthologies
https://pitymilkpress.wordpress.com/submissions/,Gritty Silk, / Now / Collaborative Poetry | Hybrid Writing,Journals & Anthologies
https://www.guernicamag.com/information/submit/,Guernica ,/ Now / NonFiction | Fiction | Poetry, Journals & Anthologies
http://gulfcoastmag.org/submit/,Gulf Coast, / Deadline: March 1 2019 / Fiction | NonFiction | Poetry / $2.50, Journals & Anthologies
http://handandpoetry.blogspot.ca/,h&,/ Now / Visual / Concrete Poetry, Journals & Anthologies
http://www.habitatlitmag.com/submit,Habitat,/ Deadline: December 31 2018 / Fiction | NonFiction | Poetry | Art |Journals & Anthologies
http://www.halfmystic.com/journal/,Half Mystic Journal, / Now / Poetry | Fiction | Drama |Creative Nonfiction | Hybrid Work About Music| Original Music,Journals & Anthologies
http://www.harpoonreview.com/submissions.html,The Harpoon Review, / Now / All Genres,Journals & Anthologies
http://hardlydoughnuts.com/submissions,Hardly Doughnuts, / Year-Round / Poetry | Micro Fiction,Journals & Anthologies
https://hfr.submittable.com/submit,Hayden's Ferry Review, / Now / Prose |Poetry | Translations| Art / $3,Journals & Anthologies
http://heavyfeatherreview.com/submit/,Heavy Feather Review,/ Year-Round / Essays,Journals & Anthologies
https://heavyfeatherreview.submittable.com/submit/71422/notmypresident-online,Heavy Feather Review - #NoMorePresidents, / Year-Round / Fiction | Poetry | NonFiction | Journalism| Comics| Hybrids,Journals & Anthologies
https://hellscapepress.wixsite.com/hellscape/submission-guidelines,hellscape, / Deadline: October 1 2018 - January 1 2019 / All-Genres, Journals & Anthologies
http://hematopoiesispress.com/,Hematopoiesis Press, / September 15 - Deadline: December 31 2018 / Fiction | Nonfiction, Poetry | Hybrid| Art,Journals & Anthologies
http://herontree.com/how/,Heron Tree,/ Deadline: December 1 2018 / Poetry,Journals & Anthologies
https://hinchasdepoesia.submittable.com/submit,Hinchas de Poesia, / Now / Poesia| Prosa| Artefactos| Reseñas,Journals & Anthologies
http://www.hobartpulp.com/submit,Hobart, / Now / Fiction | Poetry | NonFiction | Photo Essays| Comics,Journals & Anthologies
http://hobocampreview.blogspot.com/p/submission-guidelines.html,Hobo Camp Review - Issue 35: Flash Around the Campfire Competition,/ Deadline: September 3 2018 / Flash Fiction | Narrative Poetry / Prize: $25,Journals & Anthologies
http://www.homologylit.com/,Homology Lit,/ Year-Round / Poetry | Flash Fiction | Creative Nonfiction | Art by Marginalized Writers and Artists,Journals & Anthologies
http://www.homonymjournal.com/submit/,Homonym Journal,/ Year-Round / Multilingual | Translation-Minded Writing and Art,Journals & Anthologies
http://www.hootreview.com/submissions/,HOOT Review, / Year-Round / Flash Fiction | Flash NonFiction | Poetry / $2,Journals & Anthologies
https://hornypoetryreview.com/submit/,Horny Poetry Review, / Now / Poetry | Experimental Prose,Journals & Anthologies
https://hotmetalbridge.submittable.com/submit,Hot Metal Bridge,/ Deadline: December 1 2018 / Fiction | Poetry | NonFiction | Art,Journals & Anthologies
http://huizachemag.org/about/submissions/,Huizache, / Now / Prose |Poetry,Journals & Anthologies
https://www.thehungerjournal.com/submit,The Hunger, / Deadline: October 1 2018 - December 15 2018 / Fiction | Poetry | NonFiction | Hybrid/Experimental| Art,Journals & Anthologies
https://hungermtn.submittable.com/submit,Hunger Mountain,/ Deadline: October 15 2018 / Fiction | Poetry | NonFiction | YA| Children’s Lit / $3,Journals & Anthologies
https://hyperallergic.com/poetry/,Hyperallergic, / Now / Poetry (See Bottom of Poetry Posts for Submission Guidelines),Journals & Anthologies
http://ichnos.net/,ICHNOS, / Now,Journals & Anthologies
https://identitytheory.submittable.com/submit,Identity Theory, / Now / Fiction | NonFiction | Poetry,Journals & Anthologies
http://www.ilanotreview.com/submissions-page/,The Ilanot Review — Crisis, / Deadline: October 31 2018 / Poetry | NonFiction | Hybrid| Art,Journals & Anthologies
https://indianareview.org/submit/,Indiana Review,/ Deadline: October 31 2018 / Poetry | Fiction | Nonfiction / $3,Journals & Anthologies
https://indianareview.org/submit/,Indiana Review — Blue Lights Book Prize,/ Deadline: October 31 2018 / Poetry Between 48-75 Pages/ $20 / Prize: $2000,Journals & Anthologies
https://splitlip.submittable.com/submit,Indiana Review x Split Lip — Collaborative Voices Folio, / Deadline: October 31 2018 / Collaborative Poetry | Fiction and Nonfiction; Solo Work That Seriously Considers the Theme,Journals & Anthologies
https://theindianapolisreview.com/submit/,Indianapolis Review, / Year-Round / Poetry | Art,Journals & Anthologies
https://indicialit.com/submissions/,indicia, / Year-Round / Flash Fiction | Poetry | Art,Journals & Anthologies
http://infiniterust.com/submit/,Infinite Rust, / Deadline: September 30 2018 / Poetry | Fiction | NonFiction | Art |Photography,Journals & Anthologies
https://inlandiaaliteraryjourney.submittable.com/submit,Inlandia: A Literary Journey,/ Year-Round / Fiction | Poetry | NonFiction | Images,Journals & Anthologies
http://bullcitypress.com/submissions-top/submissions/,Inch, / Now / Flash Fiction | Flash NonFiction | Short Poems,Journals & Anthologies
http://iowareview.org/content/writers-guidelines,Iowa Review, / September 1 2018 - November 30 2018 / Poetry | Fiction | Nonfiction / $4,Journals & Anthologies
https://ironhorse.submittable.com/submit,Iron Horse Literary Review, / Deadline: October 5 2018 - November 28 2018 / Fiction | NonFiction | Poetry / $3,Journals & Anthologies
https://www.jarflymagazine.com/submit.html,Jarfly Magazine,/ Year-Round / Poetry | Reviews, Art |Poetry-Based Essays and Pedagogy,Journals & Anthologies
https://jennymag.submittable.com/submit,Jenny, / Deadline: September 21 2018 / Fiction | Poetry | Creative NonFiction | Art,Journals & Anthologies
https://jmww.submittable.com/Submit,jmww ,/ Year-Round / Fiction | Poetry | NonFiction | Flash Fiction,Journals & Anthologies
https://www.josephinequarterly.com/submit/,Josephine Quarterly, / Now / Poetry | Art,Journals & Anthologies
https://joylandmagazine.submittable.com/submit,Joyland, / Now / Fiction | Nonfiction / $4,Journals & Anthologies
http://www.jubilat.org/jubilat/about/office/submit/,jubilat,/ Now / Poetry |Journals & Anthologies
http://www.juked.com/info/submit.asp,Juked, / Year-Round / Fiction | NonFiction | Poetry,Journals & Anthologies
http://www.juxtaprosemagazine.org/submit/,JuxtaProse, / Now / Fiction | NonFiction | Poetry | Art |Photography,Journals & Anthologies
https://juxtaprosemagazine.submittable.com/submit/101262/2018-juxtaprose-nonfiction-prize,JuxtaProse Fiction and Poetry Prizes,/ Deadline: November 30 2018 / Fiction | Poetry / $15 / Prize: $1000 + Publication,Journals & Anthologies
http://www.kallistogaiapress.org/,Kallisto Gaia Press - The Ocotillo Review, / Deadline: October 31 2018 / Fiction | NonFiction | Poetry / $3,Journals & Anthologies
https://kartikareview.submittable.com/submit,Kartika Review, / Now / Fiction | Poetry and Nonfiction from Asian Pacific Islander American Writers,Journals & Anthologies
https://kinliteraryjournal.com/submit-1/,K’in,/ June 1 - September 30 2018 / Fiction | NonFiction | Poetry,Journals & Anthologies
https://kwelijournal.submittable.com/submit,Kweli, / Deadline: May 30 2019 / Fiction | NonFiction | Poetry | Multimedia,Journals & Anthologies
http://www.lavrev.net/p/submit.html,Lavender Review, / Year-Round / Poetry and Art by Lesbians,Journals & Anthologies
http://www.leopardskinandlimes.com/submit/,Leopardskin & Limes, / Year-Round / Fiction | Poetry | Art,Journals & Anthologies
http://www.levelerpoetry.com/submissions/,LEVELER,/ Year-Round / Poetry,Journals & Anthologies
https://lindenavenue.submittable.com/submit,Linden Avenue Literary Journal, / Now / Poetry | Fiction | Flash Fiction | NonFiction | Art,Journals & Anthologies
https://litmagazine.submittable.com/submit,LIT,/ Now / Poetry | Prose,Journals & Anthologies
http://www.littletell.org/submit/,littletell, / Year-Round / Poetry | Prose | Audio| Visual,Journals & Anthologies
http://www.longdaypress.com/submissions/,Long Day Press, / Now / Prose,Journals & Anthologies
http://longlongjournal.com/subs,Long Long Journal, / Year-Round / All Genres,Journals & Anthologies
https://www.lostin.com/guidelines/,LOST iN, / Year-Round / Place-Based Fiction,Journals & Anthologies
https://lumina.submittable.com/submit,Lumina, / Deadline: October 31 2018 / Poetry | Fiction | NonFiction | Art / $3,Journals & Anthologies
http://www.lunalunamagazine.com/join-the-coven/,Luna Luna, / Deadline: September 30 2018 / Fiction | NonFiction | Spells| Reviews| Interviews| Art,Journals & Anthologies
http://lunchticket.org/about/submission-guidelines/,Lunch Ticket, / Deadline: October 31 2018 / Fiction | Poetry | NonFiction | Flash Prose | YA| Translations| Bilingual| Art,Journals & Anthologies
https://mdash-ahb.org/about-2/submit/,M-DASH,/ November 1 - 30 2018 / Translations of Poetry and Prose | Essays on Translation,Journals & Anthologies
http://www.mantrareview.com/submit/,Mantra Review, / Year-Round / Poetry,Journals & Anthologies
http://themanygenderedmothers.blogspot.ca/2017/01/s-u-b-m-i-s-s-i-o-n-s.html,many gendered mothers,/ Now / Essays by Writers on the Women Femme Trans and Non-Binary Writers Who Have Influenced Them,Journals & Anthologies
http://themapisnot.com/issue-x-extremes-preview,The Map is Not the Territory — Issue X - Extremes,/ Deadline: October 1 2018 / All Genres| Music and Art Responding to Maps,Journals & Anthologies
https://aaww.submittable.com/submit,The Margins, / Now / Poetry and Nonfiction from Asian American Writers,Journals & Anthologies
http://www.masqueandspectacle.com/,Masque & Spectacle,/ Open: November 1 2018 / Fiction | NonFiction | Poetry | Drama |Reviews,Journals & Anthologies
https://themastersreview.submittable.com/submit,The Master’s Review - New Voices,/ Year-Round / Fiction,Journals & Anthologies
https://themastersreview.submittable.com/submit,The Master’s Review - Flash Fiction Contest,/ Deadline: September 30 2018 / Stories Under 1,000 Words / $20 / Prize: 3,000 + Publication,Journals & Anthologies
http://www.matadorreview.com/submissions,Matador Review, / Year-Round / Fiction | NonFiction | Flash Fiction | Poetry | Visual Art,Journals & Anthologies
https://mattermonthly.com/contact/,Matter Monthly, / Year-Round / Poetry | Prose,Journals & Anthologies
https://maudlinhouse.submittable.com/submit,Maudlin House, / Now / Fiction | Flash Fiction | Poetry,Journals & Anthologies
https://themeadow.submittable.com/submit,The Meadow, / Deadline: February 1 2019 / Poetry | Fiction | Nonfiction,Journals & Anthologies
https://memoirmixtapes.com/vol-2-submissions/,Memoir Mixtapes,/ Now / Nonfiction and Poetry about Music,Journals & Anthologies
https://memoirmixtapes.com/vol-2-submissions/,Memoir Mixtapes — Back to School, / Deadline: September 26 2018 / Nonfiction and Poetry about Music,Journals & Anthologies
https://meridian.submittable.com/submit,Meridian, / Deadline: April 15 2019 / Fiction | Poetry | NonFiction | Art,Journals & Anthologies
https://www.instagram.com/meshes.journal/,Meshes Journal, / Now / Poetry | Critique| Moving Image| Photography| Choreographic Notation| Any/All Relation to Dance and Movement,Journals & Anthologies
http://magazine.metaphorosis.com/guidelines/,Metaphorosis Magazine,/ Now / Science Fiction | Fantasy,Journals & Anthologies
https://metatron.submittable.com/submit,Metatron - ÄLPHÄ,/ Year-Round / Fiction | Poetry,Journals & Anthologies
http://minorliteratures.com/submit/,Minor Literatures, / Year-Round / Cross-Genre | Essays| Reviews| Interviews,Journals & Anthologies
http://mizna.org/articles/about/36.shtml,Mizna,/ Now / Fiction | Poetry,Journals & Anthologies
https://mokomagazine.submittable.com/submit,Moko: Caribbean Arts and Letters, / Now / Poetry | Fiction | Essays| Reviews| Art |Videos,Journals & Anthologies
https://mooncitypress.submittable.com/submit,Moon City Review, / Now / Poetry | Fiction | NonFiction | Translations | Graphic Narrative| Reviews,Journals & Anthologies
https://moonparkreview.com/submission-guidelines/,MoonPark Review, / Now / Flash Fiction | Prose Poetry | Hybrid,Journals & Anthologies
https://monkeybicycle.submittable.com/submit,Monkeybicycle, / Now / Fiction | One-Sentence Stories,Journals & Anthologies
https://mortarmagazine.submittable.com/submit,Mortar, / Now / Poetry | Fiction | Flash Fiction | Nonfiction,Journals & Anthologies
http://www.mosslit.com/vol02/issue05.html#CallForPapers,Moss ,/ Now / Fiction and Nonfiction from the Pacific Northwest,Journals & Anthologies
https://themuseumofamericana.net/submissions/,the museum of americana, / Deadline: September 15 2018 / Prose,Journals & Anthologies
https://muzzlemagazine.submittable.com/submit,Muzzle Magazine, / Now / Poetry,Journals & Anthologies
http://ndrmag.org/submissions/,New Delta Review, / Now / Fiction | Poetry | NonFiction | Reviews | Interviews | Hybrid | Art | Digital Media / $3,Journals & Anthologies
http://ndrmag.org/uncategorized/2018/09/2018-19-ryan-r-gibbs-award-for-flash-fiction/,New Delta Review — Ryan R. Gibbs Award in Flash Fiction, / Deadline: September 12 2018 - October 17 2018 / Flash Fiction / $5 / Prize: $400 + Publication / Judge: Colin Winnette,Journals & Anthologies
https://www.ohio.edu/nor/submit.htm,New Ohio Review, / Deadline: September 15 2018 - December 15 2018 / Fiction | NonFiction | Poetry,Journals & Anthologies
https://neworleansreview.submittable.com/Submit,New Orleans Review - Online,/ Now / Poetry | Fiction | NonFiction | Reviews / $3,Journals & Anthologies
https://newplainsreview.submittable.com/submit,New Plains Review, / Deadline: September 14 2018 / Poetry | Fiction | NonFiction | Plays| Screenplays| Art  / $3,Journals & Anthologies
http://newpoetryintranslation.com/submissions.html,New Poetry in Translation, / Year-Round / Poetry in Translation,Journals & Anthologies
http://newnewsinews.com/about,new sinews, / Year-Round / Poetry | Fiction,Journals & Anthologies
https://newsouth.submittable.com/submit,New South, / Deadline: March 30 2019 / Fiction | NonFiction | Poetry / $3,Journals & Anthologies
https://newsouth.submittable.com/submit,New South - Micro Prose (Online), / Deadline: December 31 2018 / Prose Under 500 Words,Journals & Anthologies
http://www.newestyork.co/submit/,Newest York, / Year-Round / Poetry | Fiction | NonFiction | Audio| Visual| and Photography from NYC Writers,Journals & Anthologies
